City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
373,Chunskiy,56.0815,99.6342,50.11,97,100,1.72,overcast clouds
374,Yinchuan,38.4681,106.2731,74.52,10,0,14.52,clear sky
375,Syracuse,37.0881,15.2792,85.62,60,19,10.07,few clouds
376,Banda Aceh,5.5577,95.3222,87.8,64,100,17.38,overcast clouds
377,Binzhou,37.3667,118.0167,86.72,7,70,16.87,broken clouds
378,Yumen,40.2833,97.2,73.9,9,3,13.69,clear sky
379,Sayyan,15.1718,44.3244,74.03,21,5,1.63,clear sky
380,Beyneu,45.3167,55.2,94.87,12,0,13.27,clear sky
381,Dayong,25.0209,118.2898,91.08,70,96,4.32,moderate rain
382,Garibaldi,-29.2561,-51.5336,48.65,90,57,6.22,broken clouds
383,Ogaminana,7.5946,6.2248,80.67,71,100,4.23,overcast clouds
384,Port-Gentil,-0.7193,8.7815,84.16,79,40,4.61,scattered clouds
385,Cam Ranh,11.9214,109.1591,85.96,73,40,4.23,scattered clouds
386,Cayenne,4.9333,-52.3333,77.09,91,75,9.71,heavy intensity rain
387,Pemangkat,1.1667,108.9667,84.81,70,55,9.33,broken clouds
388,Makakilo City,21.3469,-158.0858,77.32,65,75,3.44,broken clouds
389,College,64.8569,-147.8028,53.58,44,20,3.44,few clouds
390,Paoua,7.2427,16.4406,87.13,47,23,7.25,few clouds
391,Turulung,47.9333,23.0833,59.76,71,80,0.43,broken clouds
392,Homer,59.6425,-151.5483,51.08,72,1,3.44,clear sky
393,Carutapera,-1.195,-46.02,76.39,90,32,6.04,scattered clouds
394,Kashary,49.04,41.0056,74.8,50,91,3.13,overcast clouds
395,Shimoda,34.6667,138.95,71.96,87,100,15.86,overcast clouds
396,Tekeli,44.83,78.8239,76.93,34,6,7.74,clear sky
397,New Glasgow,45.5834,-62.6486,42.91,80,11,12.77,few clouds
398,Sham Churasi,31.4997,75.7494,100.29,15,0,15.14,clear sky
399,Makkaveyevo,51.7533,113.9454,52.52,24,100,11.43,overcast clouds
400,Plettenberg Bay,-34.0527,23.3716,75.79,28,10,13.15,clear sky
401,Choya,52.0108,86.5467,59.25,98,100,3.78,moderate rain
402,Berlevag,70.8578,29.0864,37.2,66,81,7.31,broken clouds
403,Franca,-20.5386,-47.4008,55.22,98,100,3.29,light rain
404,Kota Kinabalu,5.9749,116.0724,91.38,62,20,9.22,few clouds
405,Sulangan,11.1373,123.7228,85.62,65,6,2.46,clear sky
406,Jardim,-21.4803,-56.1381,51.15,51,74,4.43,broken clouds
407,Clyde River,70.4692,-68.5914,17.83,100,90,27.63,light snow
408,Egvekinot,66.3167,-179.1667,30.97,90,100,7.38,overcast clouds
409,Igarka,67.4667,86.5833,46.29,80,41,9.55,light rain
410,Mujiayingzi,42.1167,118.7833,60.64,15,100,17.34,overcast clouds
411,Borogontsy,62.6683,131.1683,48.6,68,100,11.88,overcast clouds
412,Erzin,36.9559,36.2,82.92,35,0,4.12,clear sky
413,Bembereke,10.2283,2.6634,84.33,49,52,7.36,broken clouds
414,Lake Ridge,38.6879,-77.2978,76.32,79,20,7.47,few clouds
415,Yulara,-25.2406,130.9889,80.44,26,90,19.57,overcast clouds
416,Itaituba,-4.2761,-55.9836,71.56,91,17,0.94,few clouds
417,Manggar,-2.8833,108.2667,86.34,65,71,9.89,broken clouds
418,Santana Do Livramento,-30.8908,-55.5328,44.92,93,13,9.89,few clouds
419,Kenora,49.8167,-94.4337,49.39,87,90,10.36,overcast clouds
420,Gamba,-2.65,10.0,81.03,78,26,4.61,scattered clouds
421,Dudinka,69.4058,86.1778,35.37,90,99,2.3,overcast clouds
422,Abashiri,44.0213,144.2697,46.69,95,75,7.52,moderate rain
423,Khani,41.9563,42.9566,54.97,87,87,3.15,overcast clouds
424,Badiraguato,25.3667,-107.5167,62.19,39,0,2.8,clear sky
425,Sambava,-14.2667,50.1667,79.21,59,55,14.2,broken clouds
426,Rio Grande,-32.035,-52.0986,52.95,78,100,25.3,overcast clouds
427,Rizhao,35.4275,119.4553,81.61,25,34,11.95,scattered clouds
428,Kalat,29.0225,66.5916,81.18,10,0,19.6,clear sky
429,Tautira,-17.7333,-149.15,78.82,72,27,5.84,scattered clouds
430,Ust-Tarka,55.5672,75.705,73.72,44,100,11.97,overcast clouds
431,Aden,12.7794,45.0367,88.93,65,85,4.88,overcast clouds
432,Izumo,35.3667,132.7667,62.55,93,75,3.22,broken clouds
433,Valparaiso,-33.0393,-71.6273,47.32,54,77,11.5,broken clouds
434,Peniche,39.3558,-9.3811,62.29,86,99,13.69,overcast clouds
435,Lima,-12.0432,-77.0282,61.14,88,75,10.36,broken clouds
436,Yarada,17.65,83.2667,95.5,43,100,3.71,overcast clouds
437,Belaya Gora,68.5333,146.4167,50.56,44,5,3.53,clear sky
438,Oyama,36.3,139.8,78.89,39,100,7.36,overcast clouds
439,Sao Luiz Gonzaga,-28.4083,-54.9608,46.18,91,12,5.46,few clouds
440,Atyrau,47.1167,51.8833,98.62,12,0,17.9,clear sky
441,Kinel-Cherkassy,53.4706,51.4743,86.54,25,55,12.97,broken clouds
442,Vitim,59.4511,112.5578,58.8,22,100,8.46,overcast clouds
443,Sycamore,41.9889,-88.6868,62.24,96,1,1.99,clear sky
444,Woensdrecht,51.4163,4.337,52.03,88,90,10.0,overcast clouds
445,Sitka,57.0531,-135.33,48.09,81,20,10.36,few clouds
446,Broome,42.2506,-75.833,54.01,96,1,1.99,clear sky
447,Caninde De Sao Francisco,-9.66,-37.7894,65.88,98,95,2.62,overcast clouds
448,Biu,10.6129,12.1946,85.05,47,15,8.12,few clouds
449,Arauca,7.0847,-70.7591,75.9,88,100,3.83,overcast clouds
450,San Javier,37.8063,-0.8374,67.12,71,0,3.0,clear sky
451,Waipawa,-41.4122,175.5153,50.63,85,100,20.36,overcast clouds
452,Miri,4.4148,114.0089,91.54,64,40,6.49,scattered clouds
453,Dryden,49.7833,-92.7503,48.49,76,90,9.22,overcast clouds
454,Ciudad Bolivar,8.1222,-63.5497,77.29,86,58,9.17,broken clouds
455,Ribas Do Rio Pardo,-20.4431,-53.7592,55.36,50,100,3.15,overcast clouds
456,Tikamgarh,24.745,78.8333,99.05,16,1,13.04,clear sky
457,Lompoc,34.6391,-120.4579,54.41,78,90,6.91,overcast clouds
458,Nouadhibou,20.931,-17.0347,66.18,72,0,19.57,clear sky
459,Sao Felix Do Xingu,-6.6447,-51.995,70.14,97,90,1.88,overcast clouds
460,Imbituba,-28.24,-48.6703,58.89,70,0,5.99,clear sky
461,Along,28.1667,94.7667,98.44,37,10,2.57,clear sky
462,Chyhyryn,49.0838,32.6555,59.9,87,100,15.21,overcast clouds
463,Mitu,1.1983,-70.1733,72.1,99,97,0.92,overcast clouds
464,Paarl,-33.7338,18.9752,67.32,38,100,5.39,overcast clouds
465,Gornyy,55.1153,83.9059,71.8,47,1,11.59,clear sky
466,Avera,33.194,-82.5271,74.71,64,47,4.59,scattered clouds
467,Nyazepetrovsk,56.0531,59.6028,87.55,22,9,14.67,clear sky
468,Kirakira,-10.4544,161.9205,78.42,85,100,6.22,overcast clouds
469,Kindu,-2.95,25.95,72.88,95,100,1.23,overcast clouds
470,Ballina,-28.8667,153.5667,66.16,72,40,10.36,scattered clouds
471,Ancud,-41.8697,-73.8203,53.13,83,100,17.98,light rain
472,Nyurba,63.2842,118.3319,59.16,21,57,9.24,broken clouds
473,Buckeye,33.3703,-112.5838,78.04,12,0,6.26,clear sky
474,Santiago De Cao,-7.9589,-79.2392,64.65,92,90,8.66,overcast clouds
475,Coihaique,-45.5752,-72.0662,48.15,71,90,6.91,moderate rain
476,Chulym,55.0997,80.9572,73.31,44,0,13.69,clear sky
477,Andilamena,-17.0167,48.5833,68.7,64,42,6.49,scattered clouds
478,Abu Samrah,35.3029,37.1841,75.87,33,6,10.58,clear sky
479,Khetri,27.9833,75.8,95.63,18,0,14.41,clear sky
480,Eyl,7.9803,49.8164,89.94,45,19,22.15,few clouds
481,Ondjiva,-17.0667,15.7333,60.84,59,0,5.75,clear sky
482,Nhulunbuy,-12.2333,136.7667,83.01,74,40,14.97,scattered clouds
483,San Carlos De Bariloche,-41.1456,-71.3082,47.95,86,40,14.79,scattered clouds
484,Zonguldak,41.25,31.8333,61.65,29,11,0.34,few clouds
485,Tessalit,20.1986,1.0114,98.49,13,2,9.15,clear sky
486,Mackay,-21.15,149.2,72.68,83,40,16.11,scattered clouds
487,Poronaysk,49.2167,143.1167,46.92,79,100,5.66,overcast clouds
488,Farmington,36.7281,-108.2187,46.78,23,1,8.05,clear sky
489,Bowen,-20.0167,148.2333,73.62,68,83,19.89,broken clouds
490,Galesong,-5.3166,119.3661,89.62,72,75,11.45,broken clouds
491,Niquelandia,-14.4739,-48.4597,69.21,68,98,2.98,overcast clouds
492,Hauterive,46.0901,3.4459,58.75,64,92,6.51,overcast clouds
493,Kuala Terengganu,5.3302,103.1408,89.55,70,40,5.75,scattered clouds
494,Guacamayas,18.0167,-102.2167,74.71,85,37,2.82,scattered clouds
495,A Coruna,43.3713,-8.396,58.57,80,40,4.0,scattered clouds
496,Caconda,-13.7333,15.0667,64.45,42,0,11.65,clear sky
497,Maceio,-9.6658,-35.7353,71.04,81,40,6.67,scattered clouds
498,Afua,-0.1567,-50.3867,75.81,96,100,4.54,overcast clouds
499,Ponta Delgada,37.7333,-25.6667,52.52,76,20,5.75,few clouds
500,Bahia Blanca,-38.7196,-62.2724,50.34,60,63,13.67,broken clouds
501,Coro,11.4045,-69.6734,78.22,88,91,14.52,overcast clouds
502,Kankan,10.3854,-9.3057,81.91,59,100,4.5,overcast clouds
503,Povenets,62.8487,34.8262,49.53,95,100,3.47,overcast clouds
504,Itabira,-19.6192,-43.2269,61.16,81,29,1.5,scattered clouds
505,Yaan,7.3833,8.5667,77.86,84,77,6.89,broken clouds
506,Quatre Cocos,-20.2078,57.7625,77.11,77,80,12.88,light rain
507,Visnes,59.3556,5.2242,52.83,62,75,14.97,broken clouds
508,Iquique,-20.2208,-70.1431,60.84,76,94,2.98,overcast clouds
509,Chapleau,47.8405,-83.4034,38.34,65,100,5.46,overcast clouds
510,Velikiy Novgorod,58.5167,31.2833,57.85,62,66,13.91,broken clouds
511,Faya,18.3851,42.4509,80.71,23,0,4.52,clear sky
512,Anupgarh,29.1911,73.2086,102.02,20,0,9.86,clear sky
513,Andalan,5.9594,121.3903,83.8,68,66,5.19,broken clouds
514,Touros,-5.1989,-35.4608,74.3,91,28,9.42,scattered clouds
515,Adrar,20.5022,-10.0711,89.56,18,0,15.46,clear sky
516,Pacifica,37.6138,-122.4869,55.26,88,40,4.0,scattered clouds
517,Gandhidham,23.0833,70.1333,96.17,40,4,10.02,clear sky
518,Celestun,20.8667,-90.4,76.87,85,100,12.77,overcast clouds
519,Putina,-15.4667,-69.4333,38.1,89,100,6.73,overcast clouds
520,Bela,25.9333,81.9833,104.54,14,2,15.84,clear sky
521,Sterling,39.0062,-77.4286,77.29,71,75,6.91,broken clouds
522,Civitavecchia,42.0933,11.7967,72.32,64,100,12.86,overcast clouds
523,Arlit,18.7369,7.3853,101.03,6,0,11.18,clear sky
524,Roebourne,-20.7833,117.1333,76.5,46,100,7.96,overcast clouds
525,Krasnyy Chikoy,50.3643,108.7512,52.45,31,88,11.25,overcast clouds
526,Puerto Gaitan,4.3133,-72.0816,75.51,91,78,2.37,broken clouds
527,Prince Rupert,54.3161,-130.3201,47.89,81,90,4.61,overcast clouds
528,Santa Maria,-29.6842,-53.8069,47.17,94,23,9.04,few clouds
529,Iralaya,15.0,-83.2333,78.89,82,100,10.29,overcast clouds
530,Terney,45.0503,136.6092,49.37,99,100,1.45,overcast clouds
531,Cartagena,10.3997,-75.5144,80.22,94,75,0.0,broken clouds
532,Rantauprapat,2.1,99.8333,89.91,65,64,2.62,broken clouds
533,Jieshi,22.8134,115.8257,85.95,72,92,12.48,overcast clouds
534,Oranjemund,-28.55,16.4333,71.2,40,94,3.04,overcast clouds
535,Aswan,24.0934,32.907,92.12,14,0,7.07,clear sky
536,Tilichiki,60.4667,166.1,33.24,98,100,8.08,overcast clouds
537,Lasa,46.6166,10.7002,50.88,99,100,4.59,overcast clouds
538,Nizwa,22.9333,57.5333,102.78,13,0,11.21,clear sky
539,Waddan,29.1614,16.139,93.49,10,3,11.61,clear sky
540,Belmonte,-15.8631,-38.8828,75.7,84,96,10.45,overcast clouds
541,Dire,12.2833,-10.9667,88.74,28,43,3.47,scattered clouds
542,Aksarka,66.5606,67.7975,44.46,35,26,18.3,scattered clouds
543,Saint-Augustin,51.226,-58.6502,29.95,66,4,11.65,clear sky
544,Olga,43.7444,135.2892,54.39,90,100,3.58,overcast clouds
545,Srednekolymsk,67.45,153.6833,58.03,24,4,8.95,clear sky
546,Marondera,-18.1853,31.5519,58.71,52,0,10.42,clear sky
547,Chake Chake,-5.2459,39.7666,80.49,68,100,15.3,light rain
548,Menongue,-14.6585,17.691,68.32,38,13,10.4,few clouds
549,Tumut,-35.3,148.2167,61.79,77,94,4.38,overcast clouds
550,Beidao,34.5686,105.8933,76.6,35,1,3.67,clear sky
551,Sioux Lookout,50.1001,-91.917,50.07,57,90,9.22,overcast clouds
552,Kidal,18.4411,1.4078,98.17,12,16,16.06,few clouds
553,Ayan,56.45,138.1667,33.08,98,100,19.66,snow
554,Pacific Grove,36.6177,-121.9166,54.01,90,90,1.99,overcast clouds
555,Atocha,-20.9333,-66.2333,35.37,21,100,6.22,overcast clouds
556,Concepcion Del Oro,24.6333,-101.4167,59.77,64,100,3.87,overcast clouds
557,Port Lincoln,-34.7333,135.8667,70.97,42,100,10.18,overcast clouds
558,Cerritos,33.8583,-118.0648,65.03,71,1,1.01,clear sky
559,Sao Joao Da Barra,-21.6403,-41.0511,73.9,70,61,7.47,broken clouds
560,Nemuro,43.3236,145.575,57.63,92,91,9.24,overcast clouds
561,Kirovskiy,45.0917,133.5136,63.48,59,51,4.5,broken clouds
562,Seoni Malwa,22.45,77.4667,104.14,15,6,10.56,clear sky
563,Torfyanoy,58.4916,49.1979,67.51,57,43,11.18,scattered clouds
564,Padang,-0.9492,100.3543,87.85,81,55,2.73,broken clouds
565,Carupano,10.6678,-63.2585,76.41,90,62,9.22,broken clouds
566,Ivanteyevka,55.9711,37.9208,62.94,48,97,9.4,overcast clouds
567,Acheng,45.5454,126.977,62.53,26,100,15.03,light rain
568,Vallenar,-28.5708,-70.7581,56.62,39,100,1.25,overcast clouds
569,Formosa,-26.1775,-58.1781,48.18,93,0,3.44,clear sky
570,Wuning,29.2589,120.2311,78.73,59,62,5.95,broken clouds
571,Ivangorod,59.3716,28.2162,55.89,64,35,11.52,scattered clouds
572,Tomatlan,19.9333,-105.25,71.58,69,45,1.72,scattered clouds
573,Emmett,43.8735,-116.4993,53.49,77,65,8.99,broken clouds
574,Micheweni,-4.9667,39.8333,81.46,64,92,17.38,overcast clouds
575,Guasdualito,7.2424,-70.7324,75.83,88,100,3.6,overcast clouds
576,Le Port,-20.9373,55.2919,76.96,72,19,1.45,few clouds
577,Svetlaya,46.5389,138.3297,48.87,95,100,3.22,light rain
578,Kalmunai,7.4167,81.8167,91.76,55,99,3.87,overcast clouds
579,Narsaq,60.9167,-46.05,43.02,57,100,8.05,light rain
580,Upington,-28.4478,21.2561,62.98,55,0,17.27,clear sky
581,Zemio,5.0314,25.1361,79.52,70,92,6.22,overcast clouds
582,Kollo,13.3043,2.339,90.03,40,78,8.34,broken clouds
583,Mulege,26.8833,-111.9833,68.14,41,0,3.33,clear sky
584,Turukhansk,65.8167,87.9833,54.55,60,59,6.38,broken clouds
585,Vanimo,-2.6741,141.3028,80.87,85,100,1.61,overcast clouds
586,Sapa,5.1544,120.3241,84.63,69,16,2.06,few clouds
587,Nkhotakota,-12.9274,34.2961,71.51,67,79,15.14,light rain
588,Mouila,-1.8685,11.0559,80.2,86,69,2.39,broken clouds
589,Bauchi,10.5,10.0,89.49,41,31,2.82,scattered clouds
590,Ulladulla,-35.35,150.4667,61.7,87,100,5.19,overcast clouds
591,Sandnessjoen,66.0217,12.6316,57.18,63,0,3.38,clear sky
592,Kholodnyy,62.7167,147.95,52.56,31,100,5.28,overcast clouds
593,Iracoubo,5.4802,-53.2011,77.77,91,100,14.23,moderate rain
594,Deputatskiy,69.3,139.9,42.64,49,8,8.05,clear sky
595,Qiongshan,20.0058,110.3542,96.78,55,40,12.17,scattered clouds
596,Ibimirim,-8.5406,-37.6903,63.45,91,97,3.87,overcast clouds
597,Zelenoborsk,61.4669,64.0333,67.77,33,100,4.63,overcast clouds
598,Henties Bay,-22.116,14.2845,77.86,36,4,14.88,clear sky
599,Soyo,-6.1349,12.3689,80.65,78,98,5.79,overcast clouds
600,Yabelo,4.8833,38.0833,66.51,61,82,9.95,broken clouds
601,Araouane,18.9048,-3.5265,95.65,20,1,8.88,clear sky
602,Vaitape,-16.5167,-151.75,81.27,76,85,8.68,overcast clouds
603,San Andres,12.5847,-81.7006,82.42,83,75,12.66,broken clouds
604,Pringsewu,-5.3582,104.9744,81.91,84,96,3.58,overcast clouds
605,Tucuman,-26.8241,-65.2226,42.8,63,8,3.62,clear sky
606,Burley,42.5357,-113.7928,47.3,70,40,14.97,scattered clouds
607,Chinu,9.1057,-75.3981,76.12,93,100,5.08,overcast clouds
608,Awbari,26.5921,12.7805,96.53,10,14,19.6,few clouds
609,Nauta,-4.5061,-73.5757,71.89,99,43,0.47,scattered clouds
610,Baherden,38.4362,57.4316,94.08,9,2,7.76,clear sky
611,Frankfort,-27.2667,28.4833,59.27,38,2,7.47,clear sky
612,Springdale,36.1867,-94.1288,67.01,84,1,5.37,clear sky
613,Mabay,6.0577,124.4666,85.91,82,87,5.08,overcast clouds
614,Ypsonas,34.6884,32.9574,83.16,33,20,5.84,few clouds
615,Burnie,-41.0667,145.9167,56.95,93,100,10.25,overcast clouds
616,Santoshpur,22.5253,88.265,91.38,34,100,14.5,overcast clouds
617,Tarata,-17.6167,-66.0167,53.67,84,96,2.26,overcast clouds
618,Ornskoldsvik,63.2909,18.7153,45.55,60,90,3.49,overcast clouds
619,Carstairs,51.5668,-114.102,41.63,95,100,0.81,overcast clouds
620,Rio Gallegos,-51.6226,-69.2181,39.25,87,75,14.97,broken clouds
621,Semporna,4.4818,118.6112,86.2,74,98,2.1,overcast clouds
622,Lebu,-37.6167,-73.65,54.32,92,36,1.43,scattered clouds
623,Petatlan,17.5167,-101.2667,77.45,62,13,2.24,few clouds
624,Moree,-29.4667,149.85,68.02,34,51,4.61,broken clouds
625,Tottori,35.5,134.2333,62.67,88,75,4.61,broken clouds
626,Olenegorsk,68.15,33.3,38.82,61,89,8.84,overcast clouds
627,Kotido,2.9806,34.1331,76.53,60,83,4.36,light rain
628,Sengiley,53.9622,48.7944,68.07,80,100,7.85,overcast clouds
629,Sikonge,-5.6333,32.7667,71.69,48,5,9.71,clear sky
630,Mapiri,-15.25,-68.1667,64.65,98,100,1.92,overcast clouds
631,Kysyl-Syr,63.8986,122.7617,60.84,25,100,8.32,overcast clouds
632,Port-Cartier,50.0334,-66.8654,37.74,54,0,6.35,clear sky
633,Dillon,34.4166,-79.3712,72.43,53,94,4.76,overcast clouds
634,Mayumba,-3.432,10.6554,79.56,83,100,5.97,overcast clouds
635,Shenjiamen,29.9576,122.298,68.13,71,37,4.65,scattered clouds
636,Bobbili,18.5667,83.3667,103.15,17,100,15.43,overcast clouds
637,Eureka,40.8021,-124.1637,52.2,89,84,4.0,broken clouds
638,Sisimiut,66.9395,-53.6735,29.88,91,100,10.27,light snow
639,Sanbu,33.4594,119.1453,83.7,31,40,9.95,scattered clouds
640,Shaunavon,49.6501,-108.4181,46.18,91,100,11.32,overcast clouds
641,Bijar,35.8668,47.6051,75.38,14,99,12.41,overcast clouds
642,Wattegama,6.7989,81.4808,86.92,47,81,16.84,broken clouds
643,Dzhebariki-Khaya,62.2167,135.8,47.44,72,100,5.21,overcast clouds
644,Sarai Naurang,32.8259,70.7814,92.19,25,0,1.57,clear sky
645,Filingue,14.3521,3.3168,96.24,31,43,14.14,scattered clouds
646,Yenagoa,4.9247,6.2642,82.8,77,75,4.81,broken clouds
647,Jefferson City,38.5767,-92.1735,70.9,90,79,5.17,broken clouds
648,Longonjo,-12.9067,15.2533,63.99,43,6,7.38,clear sky
649,Paita,-5.0892,-81.1144,66.69,88,6,8.7,clear sky
650,Mananjary,-21.2167,48.3333,75.96,60,3,3.89,clear sky
651,Bambanglipuro,-7.95,110.2833,82.67,78,59,11.86,broken clouds
652,Meulaboh,4.1363,96.1285,86.63,66,61,7.31,broken clouds
653,San Carlos,9.6612,-68.5827,74.91,91,73,1.23,broken clouds
654,Itupiranga,-5.1347,-49.3267,75.52,92,86,1.39,overcast clouds
655,Sobolevo,54.4299,31.8996,58.42,65,84,6.96,broken clouds
656,Santa Cruz De La Palma,28.6835,-17.7642,66.34,63,75,19.57,broken clouds
657,Rio Verde De Mato Grosso,-18.9181,-54.8442,60.35,47,100,4.52,overcast clouds
658,Xai-Xai,-25.0519,33.6442,71.65,56,57,2.75,broken clouds
659,Svetlyy,54.675,20.1347,59.05,71,66,9.17,broken clouds
660,Ucar,40.519,47.6542,80.56,18,96,4.25,overcast clouds
661,Vila,42.0304,-8.1588,47.32,89,97,5.82,overcast clouds
662,Killybegs,54.6333,-8.45,50.45,65,61,13.71,broken clouds
663,Flin Flon,54.7682,-101.865,43.38,90,54,5.75,broken clouds
664,Hearst,49.6835,-83.6665,32.25,76,2,5.17,clear sky
665,Glenwood Springs,39.5505,-107.3248,43.83,45,0,2.98,clear sky
666,Bajil,15.0584,43.2851,98.47,33,2,5.68,clear sky
667,North Bend,43.4065,-124.2243,54.86,79,90,3.44,overcast clouds
668,Lhokseumawe,5.1801,97.1507,88.92,61,100,10.89,overcast clouds
669,Bafq,31.6128,55.4107,94.96,10,4,8.55,clear sky
670,Dimbokro,6.6451,-4.7048,78.91,82,20,3.8,few clouds
671,Ngama,11.7833,17.1667,97.63,13,52,8.14,broken clouds
672,Huilong,31.8111,121.655,74.41,55,0,4.03,clear sky
673,Khor,47.8861,134.9464,50.81,78,100,7.52,overcast clouds
674,Rocha,-34.4833,-54.3333,52.34,80,78,16.49,broken clouds
675,Shirokiy,49.758,129.523,58.98,47,17,14.72,few clouds
676,Letterkenny,54.95,-7.7333,49.93,71,22,9.78,few clouds
677,Ellisras,-23.6649,27.7443,66.45,45,0,2.08,clear sky
678,Mersing,2.4312,103.8405,91.31,70,40,8.05,scattered clouds
679,Port Keats,-14.25,129.55,82.56,53,53,10.11,broken clouds
680,Hokitika,-42.7167,170.9667,46.85,70,0,8.97,clear sky
681,Lufilufi,-13.8745,-171.5986,78.58,73,64,4.99,broken clouds
682,High Level,58.5169,-117.136,50.11,54,1,4.32,clear sky
683,Dali,25.7,100.1833,80.28,42,89,5.7,overcast clouds
684,Shubarkuduk,49.1447,56.4872,91.65,16,0,8.88,clear sky
685,Passos,-20.7189,-46.6097,64.81,87,100,4.9,moderate rain
686,Pathein,16.7833,94.7333,84.45,72,100,19.53,moderate rain
687,Belyy,55.8402,32.9419,58.5,55,85,8.55,overcast clouds
688,Petukhovo,55.0692,67.9019,87.64,33,97,5.53,overcast clouds
689,Zapolyarnyy,69.4154,30.8136,33.08,67,96,9.86,overcast clouds
690,Zhezkazgan,47.8043,67.7144,86.88,18,0,18.23,clear sky
691,Karasuk,53.7377,78.0403,79.12,36,100,13.98,overcast clouds
692,Sinnamary,5.3833,-52.95,78.08,90,100,13.31,moderate rain
693,Boffa,10.1667,-14.0333,81.05,76,34,3.33,scattered clouds
694,Bahir Dar,11.5936,37.3908,79.74,26,24,9.1,few clouds
695,Poum,-20.2333,164.0167,74.07,62,0,20.02,clear sky
696,Corn Island,12.1694,-83.0418,80.89,82,100,17.69,overcast clouds
